"iso3","id","airpolDirectQuestion","question","Perceptions","Behavior","Policy","Health","Priority","Inclusion","surveyedCountries","source","surveyTheme","year","repeatedMeasure","countries","Economy","Region.x","Income.group","Lending.category","Region.y","pm25Avg"
"LUX",105,"Yes","Would you say that the following consequence of air pollution is a very serious problem, a fairly serious problem, not a very serious 
problem or not a serious problem at all in (OUR COUNTRY)? - asthma",1,0,0,1,0,1,"Luxembourg","Eurobarometer 97.2","air pollution","2022","","Luxembourg","Luxembourg","Europe & Central Asia","High income","","Luxembourg",8.7
"LUX",164,"Yes","In your opinion, which of the following are or would be the most effective ways of tackling problems of air quality",0,0,1,0,0,1,"Luxembourg","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Luxembourg","Luxembourg","Europe & Central Asia","High income","","Luxembourg",8.7
"LUX",114,"Yes","In your opinion, at what level should the issue of air pollution be addressed?",0,0,1,0,0,1,"Luxembourg","Eurobarometer 97.2","air pollution","2022","","Luxembourg","Luxembourg","Europe & Central Asia","High income","","Luxembourg",8.7
"LUX",165,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Households",0,0,0,0,1,1,"Luxembourg","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Luxembourg","Luxembourg","Europe & Central Asia","High income","","Luxembourg",8.7
"LUX",102,"Yes","Do you think that, over the last 10 years, the air quality in (OUR COUNTRY) has …?",1,0,0,0,0,1,"Luxembourg","Eurobarometer 97.2","air pollution","2022","","Luxembourg","Luxembourg","Europe & Central Asia","High income","","Luxembourg",8.7
"LUX",119,"Yes","Do you think that, over the last 10 years, the air quality in (OUR COUNTRY) has …?",1,0,0,0,0,1,"Luxembourg","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Luxembourg","Luxembourg","Europe & Central Asia","High income","","Luxembourg",8.7
"LUX",117,"Yes","The existing EU air quality standards date from 2004 and 2008. They are overall not as strict as the latest recommendations by the 
World Health Organization (WHO) of 2021 on air quality - Do you believe that the existing EU air quality standards are adequate or not?",0,0,1,0,0,1,"Luxembourg","Eurobarometer 97.2","air pollution","2022","","Luxembourg","Luxembourg","Europe & Central Asia","High income","","Luxembourg",8.7
"LUX",101,"Yes","How informed do you feel about air quality problems in (OUR COUNTRY)",1,0,0,0,0,1,"Luxembourg","Eurobarometer 97.2","air pollution","2022","","Luxembourg","Luxembourg","Europe & Central Asia","High income","","Luxembourg",8.7
"LUX",12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,0,0,0,0,1,"Luxembourg","European Quality of Life Survey","life","2016","2003; 2007; 2011","Luxembourg","Luxembourg","Europe & Central Asia","High income","","Luxembourg",8.7
"LUX",110,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Fossil-fuel based energy producers",0,0,0,0,1,1,"Luxembourg","Eurobarometer 97.2","air pollution","2022","","Luxembourg","Luxembourg","Europe & Central Asia","High income","","Luxembourg",8.7
"LUX",162,"Yes","Would you say that the following consequence of air pollution is a very serious problem, a fairly serious problem, not a very serious 
problem or not a serious problem at all in (OUR COUNTRY)? - asthma",1,0,0,1,0,1,"Luxembourg","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Luxembourg","Luxembourg","Europe & Central Asia","High income","","Luxembourg",8.7
"LVA",115,"Yes","There are different ways to reduce harmful emissions into the air. In order to reduce such emissions, have you done any of the 
following in the last two years?",0,1,0,0,0,1,"Latvia","Eurobarometer 97.2","air pollution","2022","","Latvia","Latvia","Europe & Central Asia","High income","","Latvia",9.3
"LVA",168,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Large industrial installation",0,0,0,0,1,1,"Latvia","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Latvia","Latvia","Europe & Central Asia","High income","","Latvia",9.3
"LVA",129,"Yes","How much impact do you think each of the following has on air quality in (OUR COUNTRY)? Does it have a large impact, a moderate impact, a little impact or no impact at all? - Emissions from industrial production (steel, cement, pulp and paper etc) and from fossil fuel power stations",1,0,0,0,0,1,"Latvia","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Latvia","Latvia","Europe & Central Asia","High income","","Latvia",9.3
"LVA",143,"Yes","In your opinion, how can air pollution challenges be best addressed?",0,0,1,0,0,1,"Latvia","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Latvia","Latvia","Europe & Central Asia","High income","","Latvia",9.3
"LVA",107,"Yes","In your opinion, which of the following are or would be the most effective ways of tackling problems of air quality",0,0,1,0,0,1,"Latvia","Eurobarometer 97.2","air pollution","2022","","Latvia","Latvia","Europe & Central Asia","High income","","Latvia",9.3
"LVA",169,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Public authorities",0,0,1,0,1,1,"Latvia","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Latvia","Latvia","Europe & Central Asia","High income","","Latvia",9.3
"LVA",138,"Yes","In your opinion, is each of the following currently doing too much, doing about the right 
amount or not doing enough to promote good air quality in (OUR COUNTRY)? - farmers",0,0,0,0,1,1,"Latvia","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Latvia","Latvia","Europe & Central Asia","High income","","Latvia",9.3
"LVA",141,"Yes","In your opinion, is each of the following currently doing too much, doing about the right 
amount or not doing enough to promote good air quality in (OUR COUNTRY)? - public authorities",0,0,1,0,1,1,"Latvia","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Latvia","Latvia","Europe & Central Asia","High income","","Latvia",9.3
"LVA",147,"Yes","The European Union has developed an extensive body of legislation which establishes health 
based standards and objectives for a number of pollutants in air, called ‘EU air quality 
standards’ - Have you heard of the EU air quality standards",1,0,1,0,0,1,"Latvia","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Latvia","Latvia","Europe & Central Asia","High income","","Latvia",9.3
"LVA",111,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Large industrial installation",0,0,0,0,1,1,"Latvia","Eurobarometer 97.2","air pollution","2022","","Latvia","Latvia","Europe & Central Asia","High income","","Latvia",9.3
"LVA",103,"Yes","Would you say that the following consequence of air pollution is a very serious problem, a fairly serious problem, not a very serious 
problem or not a serious problem at all in (OUR COUNTRY)? - Respiratory diseases (eg. Lung diseases)",1,0,0,1,0,1,"Latvia","Eurobarometer 97.2","air pollution","2022","","Latvia","Latvia","Europe & Central Asia","High income","","Latvia",9.3
"LVA",139,"Yes","In your opinion, is each of the following currently doing too much, doing about the right 
amount or not doing enough to promote good air quality in (OUR COUNTRY)? - energy producers",0,0,0,0,1,1,"Latvia","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Latvia","Latvia","Europe & Central Asia","High income","","Latvia",9.3
"LVA",137,"Yes","In your opinion, is each of the following currently doing too much, doing about the right 
amount or not doing enough to promote good air quality in (OUR COUNTRY)? - households",0,0,0,0,1,1,"Latvia","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Latvia","Latvia","Europe & Central Asia","High income","","Latvia",9.3
"LVA",146,"Yes","What do you think should be the main priorities of this new strategy?",0,0,1,0,1,1,"Latvia","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Latvia","Latvia","Europe & Central Asia","High income","","Latvia",9.3
"LVA",170,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Employers (e.g. enabling more sustainable commuting such as biking, public transport, etc.",0,0,0,0,1,1,"Latvia","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Latvia","Latvia","Europe & Central Asia","High income","","Latvia",9.3
"LVA",134,"Yes","And then?",1,0,0,0,0,1,"Latvia","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Latvia","Latvia","Europe & Central Asia","High income","","Latvia",9.3
"LVA",173,"Yes","The European Union has developed an extensive body of legislation which establishes health based standards and objectives for a 
number of pollutants in air, called 'EU air quality standards' - Have you heard of the EU air quality standards?",1,0,1,0,0,1,"Latvia","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Latvia","Latvia","Europe & Central Asia","High income","","Latvia",9.3
"LVA",149,"Yes","The ‘National Emission Ceilings’ Directive of the European Parliament and the Conucil set 
ceilings for the total emissions from each country of the main air pollutants (e.g.: sulphur 
dioxide, nitrogen oxides, ammonia and volatile organic compounds). - Have you heard of National Emission Ceilings directive?",1,0,1,0,0,1,"Latvia","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Latvia","Latvia","Europe & Central Asia","High income","","Latvia",9.3
"LVA",118,"Yes","How informed do you feel about air quality problems in (OUR COUNTRY)",1,0,0,0,0,1,"Latvia","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Latvia","Latvia","Europe & Central Asia","High income","","Latvia",9.3
"LVA",104,"Yes","Would you say that the following consequence of air pollution is a very serious problem, a fairly serious problem, not a very serious 
problem or not a serious problem at all in (OUR COUNTRY)? - Cardiovascular diseases (heart diseases)",1,0,0,1,0,1,"Latvia","Eurobarometer 97.2","air pollution","2022","","Latvia","Latvia","Europe & Central Asia","High income","","Latvia",9.3
"LVA",125,"Yes","How much impact do you think each of the following has on air quality in (OUR COUNTRY)? Does it have a large impact, a moderate impact, a little impact or no impact at all? - Residential energy use (e.g. coal and wood for heating of individual households)",1,0,0,0,0,1,"Latvia","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Latvia","Latvia","Europe & Central Asia","High income","","Latvia",9.3
"LVA",136,"Yes","In your opinion, which of the following would be the most effective ways of tackling air-related 
problems? ( MAX 3 ANSWERS)",0,0,1,0,0,1,"Latvia","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Latvia","Latvia","Europe & Central Asia","High income","","Latvia",9.3
